"V160001","V161126","V161196","V161342","V162034a","V162148"
403824,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
403832,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
403837,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
403841,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
403844,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
403848,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
403853,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
403864,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
403866,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
403867,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
403877,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
403887,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
403897,"2. Liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
403903,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
403911,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
403921,"6. Conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
403925,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
403930,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
403936,"3. Slightly liberal","1. Favor","1. Male","2. Donald Trump","2. Oppose"
403937,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
403938,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
403941,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
403947,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
403957,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
403962,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
403963,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
403964,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
403966,"7. Extremely conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
403978,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
403979,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
403987,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
403988,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
403990,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
403991,"6. Conservative","2. Oppose","2. Female","3. Gary Johnson","2. Oppose"
403994,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
404002,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
404004,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404007,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404009,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404011,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404017,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404020,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404021,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
404026,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
404037,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
404042,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404043,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404047,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404048,"4. Moderate, middle of the road","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
404050,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404051,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404058,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404060,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404061,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
404071,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
404076,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404082,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404084,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404092,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404101,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404105,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404106,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404108,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404121,"6. Conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
404124,"-9. Refused","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
404127,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
404129,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404149,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404154,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404169,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404174,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
404182,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404189,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
404191,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404200,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404207,"6. Conservative","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
404221,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404224,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404225,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404230,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404232,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404238,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
404239,"4. Moderate, middle of the road","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
404245,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404249,"4. Moderate, middle of the road","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404250,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404252,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404269,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404277,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404278,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404279,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
404281,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404285,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404286,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404291,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404294,"6. Conservative","1. Favor","2. Female","1. Hillary Clinton","2. Oppose"
404307,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404319,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
404321,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404324,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404327,"4. Moderate, middle of the road","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
404331,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404334,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404336,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
404339,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
404343,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404354,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404358,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404360,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404362,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
404378,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
404379,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404382,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404387,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404397,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
404399,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404402,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404423,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404424,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404425,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404426,"5. Slightly conservative","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
404431,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404445,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404448,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404449,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404451,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404453,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404455,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
404456,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404459,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
404460,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
404471,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404476,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404477,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404482,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","1. Favor"
404485,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404491,"3. Slightly liberal","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404514,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404515,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","-9. Refused","1. Favor"
404519,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
404524,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404528,"3. Slightly liberal","2. Oppose","1. Male","3. Gary Johnson","1. Favor"
404529,"6. Conservative","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
404531,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404533,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
404542,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404543,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404546,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404555,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
404567,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404573,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404574,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404580,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404583,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404585,"6. Conservative","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
404595,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
404596,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404597,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404599,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
404602,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
404604,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
404605,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404611,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
404612,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
404614,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
404618,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
404624,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
404633,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
404636,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
